Term Locale,Term Category,Term,Alias,CaseSensitive
en-US,Legal - CFR Title 12,foreign nonbank financial company,,FALSE
en-US,Legal - CFR Title 26,foreign oil extraction loss,,FALSE
en-US,Legal - CFR Title 17,foreign option,,FALSE
en-US,Legal - CFR Title 26,foreign organization,,FALSE
en-US,Legal - CFR Title 19,foreign origin,,FALSE
en-US,Legal - CFR Title 26,foreign person,,FALSE
en-US,Legal - CFR Title 17,foreign regulator,,FALSE
en-US,Legal - CFR Title 26,foreign risks,,FALSE
en-US,Legal - CFR Title 26,foreign tax redetermination,,FALSE
en-US,Legal - CFR Title 26,foreign taxes,,FALSE
en-US,Legal - CFR Title 26,foreign trading gross receipts,,FALSE
en-US,Legal - CFR Title 18,foreign utility company,,FALSE
en-US,Legal - CFR Title 8,form i-9,,FALSE
en-US,Legal - CFR Title 19,formed uppers,,FALSE
en-US,Legal - CFR Title 19,former beneficiary country,,FALSE
en-US,Legal - CFR Title 19,former beneficiary sub-saharan african country,,FALSE
en-US,Legal - CFR Title 15,former employee,,FALSE
en-US,Legal - CFR Title 26,former passive activity,,FALSE
en-US,Legal - CFR Title 26,former passive activity expenditure,,FALSE
en-US,Legal - CFR Title 7,formula marketing arrangement,,FALSE
en-US,Legal - CFR Title 7,formula price,,FALSE
en-US,Legal - CFR Title 7,forward contact,,FALSE
en-US,Legal - CFR Title 7,forward contract,,FALSE
en-US,Legal - CFR Title 5,forward movement in the applicable range,,FALSE
en-US,Legal - CFR Title 12,forward-looking statement,,FALSE
en-US,Legal - CFR Title 22,foundation,,FALSE
en-US,Legal - CFR Title 26,foundation manager,,FALSE
en-US,Legal - CFR Title 7,foundation single cross,,FALSE
en-US,Legal - CFR Title 19,fourth applicable one-year period,,FALSE
en-US,Legal - CFR Title 26,four-year debt amount,,FALSE
en-US,Legal - CFR Title 12,fraudulent statement,,FALSE
en-US,Legal - CFR Title 9,free from protruding pinfeathers,,FALSE
en-US,Legal - CFR Title 14,freight,,FALSE
en-US,Legal - CFR Title 19,freight forwarder,,FALSE
en-US,Legal - CFR Title 19,FROB,,TRUE
en-US,Legal - CFR Title 12,from,,FALSE
en-US,Legal - CFR Title 13,from sba,,FALSE
en-US,Legal - CFR Title 7,FSA,,TRUE
en-US,Legal - CFR Title 7,fsa county committee or coc,,FALSE
en-US,Legal - CFR Title 7,fsa state committee,,FALSE
en-US,Legal - CFR Title 19,FTC,,TRUE
en-US,Legal - CFR Title 26,fuel,,FALSE
en-US,Legal - CFR Title 26,fuel economy,,FALSE
en-US,Legal - CFR Title 26,fuel product,,FALSE
en-US,Legal - CFR Title 14,fuel scheduled for use by that engine,,FALSE
en-US,Legal - CFR Title 26,fuel used in an aircraft in noncommercial aviation,,FALSE
en-US,Legal - CFR Title 7,full amount of the delinquent debt,,FALSE
en-US,Legal - CFR Title 7,full line,,FALSE
en-US,Legal - CFR Title 26,full-time automobile salesman,,FALSE
en-US,Legal - CFR Title 26,full-time employee,,FALSE
en-US,Legal - CFR Title 12,fully-indexed rate,,FALSE
en-US,Legal - CFR Title 26,functionally related business,,FALSE
en-US,Legal - CFR Title 17,fund,,FALSE
en-US,Legal - CFR Title 17,funded balance,,FALSE
en-US,Legal - CFR Title 19,fungible good or material,,FALSE
en-US,Legal - CFR Title 19,fungible goods or fungible materials,,FALSE
en-US,Legal - CFR Title 19,fungible goods or materials,,FALSE
en-US,Legal - CFR Title 19,fungible merchandise,,FALSE
en-US,Legal - CFR Title 19,fur product,,FALSE
en-US,Legal - CFR Title 26,furnace ignition system,,FALSE
en-US,Legal - CFR Title 26,furnace replacement burner,,FALSE
en-US,Legal - CFR Title 26,furnished by the fsc,,FALSE
en-US,Legal - CFR Title 17,futures contract,,FALSE
en-US,Legal - CFR Title 12,GAAP,,TRUE
en-US,Legal - CFR Title 18,gas utility company,,FALSE
en-US,Legal - CFR Title 19,GATT 1994,,TRUE
en-US,Legal - CFR Title 9,gelatin,,FALSE
en-US,Legal - CFR Title 15,general concurrence,,FALSE
en-US,Legal - CFR Title 22,general counsel,,FALSE
en-US,Legal - CFR Title 12,general purpose credit card,,FALSE
en-US,Legal - CFR Title 26,general purpose governmental unit,,FALSE
en-US,Legal - CFR Title 26,general telephone service,,FALSE
en-US,Legal - CFR Title 12,generally accepted accounting principles,GAAP,FALSE
en-US,Legal - CFR Title 19,generally accepted accounting principles,GAAP,FALSE
en-US,Legal - CFR Title 12,general-use prepaid card,,FALSE
en-US,Legal - CFR Title 12,geographic market of the property being appraised,,FALSE
en-US,Legal - CFR Title 26,geothermal energy property,,FALSE
en-US,Legal - CFR Title 7,giblets,,FALSE
en-US,Legal - CFR Title 9,giblets,,FALSE
en-US,Legal - CFR Title 12,gift certificate,,FALSE
en-US,Legal - CFR Title 7,gilt,,FALSE
en-US,Legal - CFR Title 17,glb act,,FALSE
en-US,Legal - CFR Title 12,golden parachute payment,,FALSE
en-US,Legal - CFR Title 19,good,,FALSE
en-US,Legal - CFR Title 7,good character,,FALSE
en-US,Legal - CFR Title 7,good color,,FALSE
en-US,Legal - CFR Title 12,good faith,,FALSE
en-US,Legal - CFR Title 7,good red color,,FALSE
en-US,Legal - CFR Title 18,goods,,FALSE
en-US,Legal - CFR Title 19,goods,,FALSE
en-US,Legal - CFR Title 19,goods of a party,,FALSE
en-US,Legal - CFR Title 19,goods wholly obtained or produced entirely in the territory of one or more of the parties,,FALSE
en-US,Legal - CFR Title 19,"goods wholly the growth, product, or manufacture of one or both of the parties",,FALSE
en-US,Legal - CFR Title 12,government benefit account,,FALSE
en-US,Legal - CFR Title 26,government official,,FALSE
en-US,Legal - CFR Title 17,governmental special entity,,FALSE
en-US,Legal - CFR Title 26,governmental unit,,FALSE
en-US,Legal - CFR Title 12,grace period,,FALSE
en-US,Legal - CFR Title 7,grade,,FALSE
en-US,Legal - CFR Title 7,grader,,FALSE
en-US,Legal - CFR Title 15,grantee,,FALSE
en-US,Legal - CFR Title 7,green,,FALSE
en-US,Legal - CFR Title 26,gross amount of premiums,,FALSE
en-US,Legal - CFR Title 26,gross income,,FALSE
en-US,Legal - CFR Title 26,gross investment income,,FALSE
en-US,Legal - CFR Title 26,gross profit,,FALSE
en-US,Legal - CFR Title 26,gross profit percentage,,FALSE
en-US,Legal - CFR Title 26,gross receipts,,FALSE
en-US,Legal - CFR Title 26,"gross take-off weight of less than 12,500 pounds",,FALSE
en-US,Legal - CFR Title 26,gross vehicle weight,,FALSE
en-US,Legal - CFR Title 26,group,,FALSE
en-US,Legal - CFR Title 26,group election,,FALSE
en-US,Legal - CFR Title 24,group home,,FALSE
en-US,Legal - CFR Title 7,grower,,FALSE
en-US,Legal - CFR Title 26,guaranteed annuity interest,,FALSE
en-US,Legal - CFR Title 19,guaranteeing association,,FALSE
en-US,Legal - CFR Title 7,handle,,FALSE
en-US,Legal - CFR Title 7,handler,,FALSE
en-US,Legal - CFR Title 7,hard,,FALSE
en-US,Legal - CFR Title 25,harmful error,,FALSE
en-US,Legal - CFR Title 19,harmonized system,,FALSE
en-US,Legal - CFR Title 15,has a record of such an impairment,,FALSE
en-US,Legal - CFR Title 24,has a record of such an impairment,,FALSE
en-US,Legal - CFR Title 5,has been taken into account in the classification of his or her position,,FALSE
en-US,Legal - CFR Title 7,hatching eggs,,FALSE
en-US,Legal - CFR Title 10,head of the contracting activity,,FALSE
en-US,Legal - CFR Title 19,heading,,FALSE
en-US,Legal - CFR Title 12,health reimbursement arrangement,,FALSE
en-US,Legal - CFR Title 12,health savings account,,FALSE
en-US,Legal - CFR Title 7,hearing clerk,,FALSE
en-US,Legal - CFR Title 12,hearing date,,FALSE
en-US,Legal - CFR Title 7,heat damage,,FALSE
en-US,Legal - CFR Title 26,heat distribution method,,FALSE
en-US,Legal - CFR Title 26,heat regulations devices,,FALSE
en-US,Legal - CFR Title 26,high seas,,FALSE
en-US,Legal - CFR Title 12,higher-priced mortgage loan,,FALSE
en-US,Legal - CFR Title 21,highest continuous use level,,FALSE
en-US,Legal - CFR Title 10,high-level liquid radioactive wastes,,FALSE
en-US,Legal - CFR Title 26,highly compensated individual,,FALSE
en-US,Legal - CFR Title 26,highly publicized,,FALSE
en-US,Legal - CFR Title 20,highly recommended,,FALSE
en-US,Legal - CFR Title 18,high-priority entitlements,,FALSE
en-US,Legal - CFR Title 26,highway motor vehicle,,FALSE
en-US,Legal - CFR Title 26,highway vehicle,,FALSE
en-US,Legal - CFR Title 7,"historic cost of money rate as of the close of the immediately preceding fiscal year,",,FALSE
en-US,Legal - CFR Title 10,HLD-1,,TRUE
en-US,Legal - CFR Title 10,HLD-2EC,,TRUE
en-US,Legal - CFR Title 7,hog class,,FALSE
en-US,Legal - CFR Title 26,holder,,FALSE
en-US,Legal - CFR Title 18,holding company,,FALSE
en-US,Legal - CFR Title 18,holding company system,,FALSE
en-US,Legal - CFR Title 9,holiday,,FALSE
en-US,Legal - CFR Title 26,home,,FALSE
en-US,Legal - CFR Title 12,homeowner's insurance,,FALSE
en-US,Legal - CFR Title 7,honey,,FALSE
en-US,Legal - CFR Title 7,honey packers and importers board,,FALSE
en-US,Legal - CFR Title 24,housing benefits,,FALSE
en-US,Legal - CFR Title 26,housing cost amount,,FALSE
en-US,Legal - CFR Title 20,housing development agency,,FALSE
en-US,Legal - CFR Title 19,HTSUS,,TRUE
en-US,Legal - CFR Title 24,hud housing,,FALSE
en-US,Legal - CFR Title 12,hybrid product,,FALSE
en-US,Legal - CFR Title 26,hyperinflationary currency,,FALSE
en-US,Legal - CFR Title 19,identical articles,,FALSE
en-US,Legal - CFR Title 19,identical goods,,FALSE
en-US,Legal - CFR Title 19,identical goods,,FALSE
en-US,Legal - CFR Title 10,IEC 62301,,TRUE
en-US,Legal - CFR Title 10,iec 62301,iec 62301 (second edition),FALSE
en-US,Legal - CFR Title 21,image receptor,,FALSE
en-US,Legal - CFR Title 12,immediate family,,FALSE
en-US,Legal - CFR Title 12,immediate family member,,FALSE
en-US,Legal - CFR Title 26,immediately lower-tier corporation,,FALSE
en-US,Legal - CFR Title 7,imported,,FALSE
en-US,Legal - CFR Title 26,imported taxable product,,FALSE
en-US,Legal - CFR Title 19,importer,,FALSE
en-US,Legal - CFR Title 26,importer,,FALSE
en-US,Legal - CFR Title 7,importer,,FALSE
en-US,Legal - CFR Title 7,importer-handler representative,,FALSE
en-US,Legal - CFR Title 19,improved in condition,,FALSE
en-US,Legal - CFR Title 15,in a proper and timely manner,,FALSE
en-US,Legal - CFR Title 22,in a proper and timely manner,,FALSE
en-US,Legal - CFR Title 19,in connection with the entry,,FALSE
en-US,Legal - CFR Title 12,in the process of collection,,FALSE
en-US,Legal - CFR Title 16,in the public interest to protect health and safety,,FALSE
en-US,Legal - CFR Title 8,in writing,,FALSE
en-US,Legal - CFR Title 10,inactive mode,,FALSE
en-US,Legal - CFR Title 7,inbred line,,FALSE
en-US,Legal - CFR Title 26,incidental use,,FALSE
en-US,Legal - CFR Title 24,income payments,,FALSE
en-US,Legal - CFR Title 25,incompetent,,FALSE
en-US,Legal - CFR Title 19,incorporated,,FALSE
en-US,Legal - CFR Title 26,incremental cost,,FALSE
en-US,Legal - CFR Title 26,indebtedness,,FALSE
en-US,Legal - CFR Title 12,independent activity,,FALSE
en-US,Legal - CFR Title 26,independent agent,,FALSE
en-US,Legal - CFR Title 17,independent analysis,,FALSE
en-US,Legal - CFR Title 26,independent contractor,,FALSE
en-US,Legal - CFR Title 17,independent knowledge,,FALSE
en-US,Legal - CFR Title 17,independent perspective,,FALSE
en-US,Legal - CFR Title 17,independent third-party research report,,FALSE
en-US,Legal - CFR Title 25,indian,,FALSE
en-US,Legal - CFR Title 25,indian corporation,,FALSE
en-US,Legal - CFR Title 25,indian education committee,,FALSE
en-US,Legal - CFR Title 25,indian product,,FALSE
en-US,Legal - CFR Title 25,indian reservation,,FALSE
en-US,Legal - CFR Title 18,indian tribe,,FALSE
en-US,Legal - CFR Title 25,indian tribe,,FALSE
en-US,Legal - CFR Title 7,indian tribe,,FALSE
en-US,Legal - CFR Title 19,indirect material,,FALSE
en-US,Legal - CFR Title 19,indirect materials,,FALSE
en-US,Legal - CFR Title 25,individual,,FALSE
en-US,Legal - CFR Title 20,individual employer record,,FALSE
en-US,Legal - CFR Title 26,individual retirement plan,,FALSE
en-US,Legal - CFR Title 12,individual with a disability,,FALSE
en-US,Legal - CFR Title 10,induced draft,,FALSE
en-US,Legal - CFR Title 26,industrial and commercial profits,,FALSE
en-US,Legal - CFR Title 26,industrial development bond,,FALSE
en-US,Legal - CFR Title 26,industrial or commercial profits,,FALSE
en-US,Legal - CFR Title 26,industrial park,,FALSE
en-US,Legal - CFR Title 7,infant formula,,FALSE
en-US,Legal - CFR Title 7,inferior swine,,FALSE
en-US,Legal - CFR Title 10,infiltration parameter,,FALSE
en-US,Legal - CFR Title 7,information,,FALSE
en-US,Legal - CFR Title 13,information provider,,FALSE
en-US,Legal - CFR Title 5,information technology,,FALSE
en-US,Legal - CFR Title 26,inherently permanent structure,,FALSE
en-US,Legal - CFR Title 19,initial applicable one-year period,,FALSE
en-US,Legal - CFR Title 2,initial equity contribution,,FALSE
en-US,Legal - CFR Title 7,initial month,,FALSE
en-US,Legal - CFR Title 24,initiation of negotiations,,FALSE
en-US,Legal - CFR Title 7,injury,,FALSE
en-US,Legal - CFR Title 7,inoculant,,FALSE
en-US,Legal - CFR Title 10,input rating,,FALSE
en-US,Legal - CFR Title 7,insect infestation,,FALSE
en-US,Legal - CFR Title 7,insect injury,,FALSE
en-US,Legal - CFR Title 18,inside information,,FALSE
en-US,Legal - CFR Title 22,inside information,,FALSE
en-US,Legal - CFR Title 19,insignificant preliminary preparation,,FALSE
en-US,Legal - CFR Title 9,inspection,,FALSE
en-US,Legal - CFR Title 7,inspection certificate,,FALSE
en-US,Legal - CFR Title 7,inspection service,,FALSE
en-US,Legal - CFR Title 7,inspector,,FALSE
en-US,Legal - CFR Title 9,inspector,,FALSE
en-US,Legal - CFR Title 7,inspector in charge,,FALSE
en-US,Legal - CFR Title 7,inspector's aide,,FALSE
en-US,Legal - CFR Title 15,installation,,FALSE
en-US,Legal - CFR Title 7,installment on note and other charge,,FALSE
en-US,Legal - CFR Title 26,installment sale,,FALSE
en-US,Legal - CFR Title 26,insulation,,FALSE
en-US,Legal - CFR Title 12,insurance company,,FALSE
en-US,Legal - CFR Title 12,insured credit union,,FALSE
en-US,Legal - CFR Title 12,insured institution,,FALSE
en-US,Legal - CFR Title 12,insured shares,,FALSE
en-US,Legal - CFR Title 12,insured state bank,,FALSE
en-US,Legal - CFR Title 26,intangible drilling and development costs,,FALSE
en-US,Legal - CFR Title 26,intangible property,,FALSE
en-US,Legal - CFR Title 26,intangible property income,,FALSE
en-US,Legal - CFR Title 10,integral draft diverter,,FALSE
en-US,Legal - CFR Title 5,intellectual disabilities,,FALSE
en-US,Legal - CFR Title 26,intercity or local bus,,FALSE
en-US,Legal - CFR Title 26,interest,,FALSE
en-US,Legal - CFR Title 7,interest expense,,FALSE
en-US,Legal - CFR Title 26,interest in a closely held business,,FALSE
en-US,Legal - CFR Title 26,interest in real property located outside the united states,,FALSE
en-US,Legal - CFR Title 17,interest rate swap,,FALSE
en-US,Legal - CFR Title 7,interested party,,FALSE
en-US,Legal - CFR Title 12,interest-only,,FALSE
en-US,Legal - CFR Title 26,interior communication system,,FALSE
en-US,Legal - CFR Title 12,intermediate insurance stock holding company,,FALSE
en-US,Legal - CFR Title 26,international organization,,FALSE
en-US,Legal - CFR Title 7,interoperability,,FALSE
en-US,Legal - CFR Title 15,interstate coastal effect,,FALSE
en-US,Legal - CFR Title 26,interstate commerce,,FALSE
en-US,Legal - CFR Title 26,in-the-money,,FALSE
en-US,Legal - CFR Title 26,intracity passenger land transportation,,FALSE
en-US,Legal - CFR Title 26,inventory date,,FALSE
en-US,Legal - CFR Title 19,inventory management method,,FALSE
en-US,Legal - CFR Title 12,investment,,FALSE
en-US,Legal - CFR Title 26,investment expenditure,,FALSE
en-US,Legal - CFR Title 26,involuntary conversion,,FALSE
en-US,Legal - CFR Title 15,is regarded as having an impairment,,FALSE
en-US,Legal - CFR Title 24,is regarded as having an impairment,,FALSE
en-US,Legal - CFR Title 7,is unable to obtain food and shelter,,FALSE
en-US,Legal - CFR Title 21,isomer,,FALSE
en-US,Legal - CFR Title 14,iss crewmembers,,FALSE
en-US,Legal - CFR Title 26,issue of obligations,,FALSE
en-US,Legal - CFR Title 19,issued,,FALSE
en-US,Legal - CFR Title 5,issued,,FALSE
en-US,Legal - CFR Title 12,issuer,,FALSE
en-US,Legal - CFR Title 19,issuing association,,FALSE
en-US,Legal - CFR Title 26,issuing corporation,,FALSE
en-US,Legal - CFR Title 15,item,,FALSE
en-US,Legal - CFR Title 19,jadeite,,FALSE
en-US,Legal - CFR Title 25,johnson-o'malley act,,FALSE
en-US,Legal - CFR Title 26,joint regulations,,FALSE
en-US,Legal - CFR Title 7,joint regulations,,FALSE
en-US,Legal - CFR Title 12,joint venture,,FALSE
en-US,Legal - CFR Title 26,july 1969 regulated accounting period,,FALSE
en-US,Legal - CFR Title 18,jurisdictional agency,,FALSE
en-US,Legal - CFR Title 18,jurisdictional rates,,FALSE
en-US,Legal - CFR Title 18,just financial obligation,,FALSE
en-US,Legal - CFR Title 25,just financial obligation,,FALSE
en-US,Legal - CFR Title 27,juvenile,,FALSE
en-US,Legal - CFR Title 26,"kerosene, gas, oil or fuel oil",,FALSE
en-US,Legal - CFR Title 19,kimberley process certificate,,FALSE
en-US,Legal - CFR Title 10,knowingly,,FALSE
en-US,Legal - CFR Title 19,korea,,FALSE
en-US,Legal - CFR Title 26,laminated tires,,FALSE
en-US,Legal - CFR Title 26,lapse restriction,,FALSE
en-US,Legal - CFR Title 18,lateral,,FALSE
en-US,Legal - CFR Title 14,launch vehicle,,FALSE
en-US,Legal - CFR Title 12,lawfully investing,,FALSE
en-US,Legal - CFR Title 7,lawfully residing in the u.s.,,FALSE
en-US,Legal - CFR Title 7,laying hen,,FALSE
en-US,Legal - CFR Title 15,lead federal permitting agency,,FALSE
en-US,Legal - CFR Title 7,leaf or limb rub injury,,FALSE
en-US,Legal - CFR Title 12,lease,,FALSE
en-US,Legal - CFR Title 26,lease,,FALSE
en-US,Legal - CFR Title 26,leased section of a department store,,FALSE
en-US,Legal - CFR Title 25,leased tract,,FALSE
en-US,Legal - CFR Title 20,legal guardian,,FALSE
en-US,Legal - CFR Title 8,legal guardian,,FALSE
en-US,Legal - CFR Title 20,legal impediment,,FALSE
en-US,Legal - CFR Title 8,legibility,,FALSE
en-US,Legal - CFR Title 5,legibly duplicated,,FALSE
en-US,Legal - CFR Title 20,length,,FALSE
en-US,Legal - CFR Title 26,less developed country,,FALSE
en-US,Legal - CFR Title 26,less developed country corporation,,FALSE
en-US,Legal - CFR Title 26,less than 30 miles,,FALSE
en-US,Legal - CFR Title 19,lesser developed beneficiary country,,FALSE
en-US,Legal - CFR Title 15,lesser included sanctions,,FALSE
en-US,Legal - CFR Title 26,liability arising out of activity in the united states,,FALSE
en-US,Legal - CFR Title 7,licensed sampler,,FALSE
en-US,Legal - CFR Title 26,life annuities,,FALSE
en-US,Legal - CFR Title 26,life company,,FALSE
en-US,Legal - CFR Title 26,life insurance contract,,FALSE
en-US,Legal - CFR Title 7,light,,FALSE
en-US,Legal - CFR Title 7,light amber,,FALSE
en-US,Legal - CFR Title 7,light red,,FALSE
en-US,Legal - CFR Title 24,likely,,FALSE
en-US,Legal - CFR Title 12,limited branch,,FALSE
en-US,Legal - CFR Title 12,limited liability company,,FALSE
en-US,Legal - CFR Title 12,limited partnership,,FALSE
en-US,Legal - CFR Title 13,limited scope audit,,FALSE
en-US,Legal - CFR Title 15,linear displacement,,FALSE
en-US,Legal - CFR Title 18,listed property,,FALSE
en-US,Legal - CFR Title 7,livestock,,FALSE
en-US,Legal - CFR Title 7,livestock owner,,FALSE
en-US,Legal - CFR Title 7,loan,,FALSE
en-US,Legal - CFR Title 7,loan documents,,FALSE
en-US,Legal - CFR Title 2,loan guarantee,,FALSE
en-US,Legal - CFR Title 2,loan guarantee commitment,,FALSE
en-US,Legal - CFR Title 7,loan insurance charge,,FALSE
en-US,Legal - CFR Title 12,loan originator,,FALSE
en-US,Legal - CFR Title 12,loan production function,,FALSE
en-US,Legal - CFR Title 26,local advertising,,FALSE
en-US,Legal - CFR Title 27,local advertising,,FALSE
en-US,Legal - CFR Title 25,local education agency,,FALSE
en-US,Legal - CFR Title 7,locally grown,,FALSE
en-US,Legal - CFR Title 7,locally or regionally produced agricultural food product,,FALSE
en-US,Legal - CFR Title 5,location,,FALSE
en-US,Legal - CFR Title 19,location of the producer,,FALSE
en-US,Legal - CFR Title 7,loin depth,,FALSE
en-US,Legal - CFR Title 7,long-term debt,,FALSE
en-US,Legal - CFR Title 12,long-term issuer credit rating,,FALSE
en-US,Legal - CFR Title 26,long-term lease,,FALSE
en-US,Legal - CFR Title 12,long-term senior debt,,FALSE
en-US,Legal - CFR Title 6,loss,,FALSE
en-US,Legal - CFR Title 7,lot,,FALSE
en-US,Legal - CFR Title 9,lot,,FALSE
en-US,Legal - CFR Title 7,lot of seed,,FALSE
en-US,Legal - CFR Title 12,low quality asset,,FALSE
en-US,Legal - CFR Title 12,low-cost education loans,,FALSE
en-US,Legal - CFR Title 7,lower duty rate,,FALSE
en-US,Legal - CFR Title 7,lowest commodity price,,FALSE
en-US,Legal - CFR Title 7,lowest landed cost,,FALSE
en-US,Legal - CFR Title 26,lowest offer,,FALSE
en-US,Legal - CFR Title 12,low-quality asset,,FALSE
en-US,Legal - CFR Title 12,"loyalty, award, or promotional gift card",,FALSE
en-US,Legal - CFR Title 19,luggage,,FALSE
en-US,Legal - CFR Title 26,lump sum distribution,,FALSE
en-US,Legal - CFR Title 25,made by an indian,,FALSE
en-US,Legal - CFR Title 7,mail issuance,,FALSE
en-US,Legal - CFR Title 7,mail loss,,FALSE
en-US,Legal - CFR Title 21,mail-order sale,,FALSE
en-US,Legal - CFR Title 15,maintenance,,FALSE
en-US,Legal - CFR Title 14,major change,,FALSE
en-US,Legal - CFR Title 24,major life activities,,FALSE
en-US,Legal - CFR Title 19,major parts,,FALSE
en-US,Legal - CFR Title 21,major species,,FALSE
en-US,Legal - CFR Title 17,major swap participant,,FALSE
en-US,Legal - CFR Title 26,majority domestic corporate shareholders,,FALSE
en-US,Legal - CFR Title 26,management and control,,FALSE
en-US,Legal - CFR Title 26,mandatory contributions,,FALSE
en-US,Legal - CFR Title 12,mandatory declassification review,,FALSE
en-US,Legal - CFR Title 10,manually controlled vented heaters,,FALSE
en-US,Legal - CFR Title 14,manufactured,,FALSE
en-US,Legal - CFR Title 14,manufactured substantially in the united states,,FALSE
en-US,Legal - CFR Title 19,manufacturer,,FALSE
en-US,Legal - CFR Title 26,manufacturer,,FALSE
en-US,Legal - CFR Title 26,manufacturing intangible,,FALSE
en-US,Legal - CFR Title 14,map,,FALSE
en-US,Legal - CFR Title 19,maritimes,,FALSE
en-US,Legal - CFR Title 7,market,,FALSE
en-US,Legal - CFR Title 17,market participant,,FALSE
en-US,Legal - CFR Title 7,market value,,FALSE
en-US,Legal - CFR Title 7,"market value, subject to restricted rents",,FALSE
en-US,Legal - CFR Title 12,marketed or labeled as `prepaid' ,,FALSE
en-US,Legal - CFR Title 12,marketed or labeled as a gift card or gift certificate,,FALSE
en-US,Legal - CFR Title 7,marketing,,FALSE
en-US,Legal - CFR Title 7,marketing promotion,,FALSE
en-US,Legal - CFR Title 26,mass media,,FALSE
en-US,Legal - CFR Title 19,material,,FALSE
en-US,Legal - CFR Title 12,material change,,FALSE
en-US,Legal - CFR Title 12,material delay,,FALSE
en-US,Legal - CFR Title 12,material disclosures,,FALSE
en-US,Legal - CFR Title 19,material produced in the territory of one or both of the parties,,FALSE
en-US,Legal - CFR Title 19,materials,,FALSE
en-US,Legal - CFR Title 7,mature,,FALSE
en-US,Legal - CFR Title 10,maximum credible earthquake,,FALSE
en-US,Legal - CFR Title 26,meals,,FALSE
en-US,Legal - CFR Title 20,meaningful assistance,,FALSE
en-US,Legal - CFR Title 7,means-tested public assistance program,,FALSE
en-US,Legal - CFR Title 26,measurement date,,FALSE
en-US,Legal - CFR Title 15,measurement sensitive,,FALSE
en-US,Legal - CFR Title 25,medical records,,FALSE
en-US,Legal - CFR Title 12,medical savings account,,FALSE
en-US,Legal - CFR Title 21,medicated feed,,FALSE
en-US,Legal - CFR Title 20,meeting,,FALSE
en-US,Legal - CFR Title 12,member,,FALSE
en-US,Legal - CFR Title 17,member,,FALSE
en-US,Legal - CFR Title 26,member,,FALSE
en-US,Legal - CFR Title 12,member agency,,FALSE
en-US,Legal - CFR Title 12,member bank,,FALSE
en-US,Legal - CFR Title 18,member of an employee's immediate household,,FALSE
en-US,Legal - CFR Title 25,member of association,,FALSE
en-US,Legal - CFR Title 26,member percentage,,FALSE
en-US,Legal - CFR Title 17,member property,,FALSE
en-US,Legal - CFR Title 26,members of a controlled group,,FALSE
en-US,Legal - CFR Title 26,mental disability,,FALSE
en-US,Legal - CFR Title 12,messenger service,,FALSE
en-US,Legal - CFR Title 24,metropolitan area,,FALSE
en-US,Legal - CFR Title 17,micrographic media,,FALSE
en-US,Legal - CFR Title 20,migrant youth,,FALSE
en-US,Legal - CFR Title 15,military commodities,,FALSE
en-US,Legal - CFR Title 27,military department,,FALSE
en-US,Legal - CFR Title 15,military end-use,,FALSE
en-US,Legal - CFR Title 15,military end-user,,FALSE
en-US,Legal - CFR Title 15,military gas turbine engines,,FALSE
en-US,Legal - CFR Title 5,military service,,FALSE
en-US,Legal - CFR Title 26,minerals,,FALSE
en-US,Legal - CFR Title 19,minor processing,,FALSE
en-US,Legal - CFR Title 21,minor species,,FALSE
en-US,Legal - CFR Title 26,miscellaneous itemized deductions,,FALSE
en-US,Legal - CFR Title 7,mixture,,FALSE
en-US,Legal - CFR Title 19,model line,,FALSE
en-US,Legal - CFR Title 26,model type,,FALSE
en-US,Legal - CFR Title 26,model year,,FALSE
en-US,Legal - CFR Title 7,moderately cured,,FALSE
en-US,Legal - CFR Title 7,moderately skinned,,FALSE
en-US,Legal - CFR Title 26,modified adjusted gross income,,FALSE
en-US,Legal - CFR Title 10,modulating control,,FALSE
en-US,Legal - CFR Title 7,moisture,,FALSE
en-US,Legal - CFR Title 10,moisture content,,FALSE
en-US,Legal - CFR Title 10,moisture sensing control,,FALSE
en-US,Legal - CFR Title 7,mold,,FALSE
en-US,Legal - CFR Title 26,money,,FALSE
en-US,Legal - CFR Title 27,money order,,FALSE
en-US,Legal - CFR Title 26,month,,FALSE
en-US,Legal - CFR Title 20,monthly compensation base,,FALSE
en-US,Legal - CFR Title 26,more than 35 percent of the property,,FALSE
en-US,Legal - CFR Title 12,mortgage insurance or any functional equivalent,,FALSE
en-US,Legal - CFR Title 12,mortgage loan,,FALSE
en-US,Legal - CFR Title 26,mortgage subsidy bond,,FALSE
en-US,Legal - CFR Title 12,most recent financial statement available,,FALSE
en-US,Legal - CFR Title 12,most recently available,,FALSE
en-US,Legal - CFR Title 18,motions commissioner,,FALSE
en-US,Legal - CFR Title 7,move,,FALSE
en-US,Legal - CFR Title 5,moved involuntarily,,FALSE
en-US,Legal - CFR Title 9,multiunit retail package,,FALSE
en-US,Legal - CFR Title 26,municipality,,FALSE
en-US,Legal - CFR Title 26,mutual company,,FALSE
en-US,Legal - CFR Title 12,mutual insurance company,,FALSE
en-US,Legal - CFR Title 12,mutual insurance holding company,,FALSE
en-US,Legal - CFR Title 5,nafi highest previous rate,,FALSE
en-US,Legal - CFR Title 19,NAFTA,,TRUE
en-US,Legal - CFR Title 19,nafta country,,FALSE
en-US,Legal - CFR Title 26,national legislative issue,,FALSE
