Term Locale,Term Category,Term,Alias,CaseSensitive
en-US,Accounting - GASB,SHADOW RATING,,FALSE
en-US,Accounting - GASB,SHORT COUPON,,FALSE
en-US,Accounting - GASB,SHORT POSITION,,FALSE
en-US,Accounting - GASB,SHORT SALE,,FALSE
en-US,Accounting - GASB,SELF LIQUIDATING DEBT,,FALSE
en-US,Accounting - GASB,SHORT TERM,,FALSE
en-US,Accounting - GASB,SHORT TERM RANGE,,FALSE
en-US,Accounting - GASB,SID,,FALSE
en-US,Accounting - GASB,SIGNATURE GUARANTEE,,FALSE
en-US,Accounting - GASB,SINKER,,FALSE
en-US,Accounting - GASB,SINKING FUND,,FALSE
en-US,Accounting - GASB,SINKING FUND CALL,,FALSE
en-US,Accounting - GASB,SLGS,,FALSE
en-US,Accounting - GASB,SOLE MANAGER,,FALSE
en-US,Accounting - GASB,SOLICITED ORDER,,FALSE
en-US,Accounting - GASB,SOPHISTICATED INVESTOR LETTER,,FALSE
en-US,Accounting - GASB,SOURCES AND USES,,FALSE
en-US,Accounting - GASB,SPECIAL ASSESSMENT,,FALSE
en-US,Accounting - GASB,SPECIAL ASSESSMENT BOND,,FALSE
en-US,Accounting - GASB,SPECIAL DISTRICTS,,FALSE
en-US,Accounting - GASB,SPECIAL OBLIGATION BOND,,FALSE
en-US,Accounting - GASB,SPECIAL REDEMPTION,,FALSE
en-US,Accounting - GASB,SPECIAL TAX BOND,,FALSE
en-US,Accounting - GASB,SPECIAL TAX COUNSEL,,FALSE
en-US,Accounting - GASB,SPEED,,FALSE
en-US,Accounting - GASB,SPLIT RATINGS,,FALSE
en-US,Accounting - GASB,SPREAD,,FALSE
en-US,Accounting - GASB,SPREAD COMPRESSION,,FALSE
en-US,Accounting - GASB,SPRINGING RESERVE,,FALSE
en-US,Accounting - GASB,STABILIZATION,,FALSE
en-US,Accounting - GASB,STANDBY BOND PURCHASE AGREEMENT,,FALSE
en-US,Accounting - GASB,STANDBY LETTER OF CREDIT,,FALSE
en-US,Accounting - GASB,SINKING FUND  REDEMPTION,,FALSE
en-US,Accounting - GASB,STATE GOVERNMENT POOL,,FALSE
en-US,Accounting - GASB,LOCAL GOVERNMENT POOL,,FALSE
en-US,Accounting - GASB,STEPPED COUPON BONDS,,FALSE
en-US,Accounting - GASB,STICKERING,,FALSE
en-US,Accounting - GASB,STREET NAME,,FALSE
en-US,Accounting - GASB,STRIKE PRICE,,FALSE
en-US,Accounting - GASB,STRIP CALL,,FALSE
en-US,Accounting - GASB,STRIP ORDER,,FALSE
en-US,Accounting - GASB,STRIPPED COUPON SECURITIES,,FALSE
en-US,Accounting - GASB,STRIPS,,FALSE
en-US,Accounting - GASB,STUB PERIOD FINANCIALS,,FALSE
en-US,Accounting - GASB,STUDENT LOAN MARKETING ASSOCATION,SLMA,FALSE
en-US,Accounting - GASB,STUB PERIOD AUDIT,,FALSE
en-US,Accounting - GASB,SUBJECT BID,,FALSE
en-US,Accounting - GASB,SUBJECT OFFER,,FALSE
en-US,Accounting - GASB,SUBJECT TO APPROPRIATION,,FALSE
en-US,Accounting - GASB,SUBJECT TO APPROPRIATION DEBT,,FALSE
en-US,Accounting - GASB,SUBORDINATE LIEN BONDS,,FALSE
en-US,Accounting - GASB,SUPERIOR LIEN BONDS,,FALSE
en-US,Accounting - GASB,SUPER SINKER,,FALSE
en-US,Accounting - GASB,SUPPLEMENTAL COUPONS,,FALSE
en-US,Accounting - GASB,SUPPLEMENTAL INDENTURE,,FALSE
en-US,Accounting - GASB,SURETY BOND,,FALSE
en-US,Accounting - GASB,SURPLUS FUND,,FALSE
en-US,Accounting - GASB,SWAP,,FALSE
en-US,Accounting - GASB,SWAP ADVISOR,,FALSE
en-US,Accounting - GASB,SWAP CONTRACT,,FALSE
en-US,Accounting - GASB,SWAP OPTION,Swaption,FALSE
en-US,Accounting - GASB,SWING COUPON,,FALSE
en-US,Accounting - GASB,SYNDICATE,,FALSE
en-US,Accounting - GASB,SYNDICATE ACCOUNT LETTER,,FALSE
en-US,Accounting - GASB,SYNDICATE AGREEMENT,,FALSE
en-US,Accounting - GASB,SYNDICATE MANAGER,,FALSE
en-US,Accounting - GASB,SYNDICATE MEMBER,,FALSE
en-US,Accounting - GASB,SYNTHETIC REFUNDING,,FALSE
en-US,Accounting - GASB,TAKEDOWN,,FALSE
en-US,Accounting - GASB,TAKE OR PAY CONTRACT,,FALSE
en-US,Accounting - GASB,TAKE OUT,,FALSE
en-US,Accounting - GASB,TAX,,FALSE
en-US,Accounting - GASB,TAXABLE BOND,,FALSE
en-US,Accounting - GASB,TAXABLE EQUIVALENT YIELD,,FALSE
en-US,Accounting - GASB,TAXABLE EXCHANGEABLE BOND,,FALSE
en-US,Accounting - GASB,TAXABLE MUNICIPAL BOND,,FALSE
en-US,Accounting - GASB,TAXABLE MUNICIPAL SECURITY,,FALSE
en-US,Accounting - GASB,TAXABLE SECURITY,,FALSE
en-US,Accounting - GASB,TAXABLE YIELD EQUIVALENT,,FALSE
en-US,Accounting - GASB,TAX ALLOCATION BOND,,FALSE
en-US,Accounting - GASB,TAX AND REVENUE ANTICIPATION NOTE,TRAN,FALSE
en-US,Accounting - GASB,TAX ANTICIPATION NOTE,TAN,FALSE
en-US,Accounting - GASB,TAX BASE,,FALSE
en-US,Accounting - GASB,TAX CALL,,FALSE
en-US,Accounting - GASB,TAX CERTIFICATE,,FALSE
en-US,Accounting - GASB,TAX COMPLIANCE CERTIFICATE,,FALSE
en-US,Accounting - GASB,TAX CREDIT BONDS,,FALSE
en-US,Accounting - GASB,TAX EXEMPT BOND,,FALSE
en-US,Accounting - GASB,TAX INCREMENT BOND,,FALSE
en-US,Accounting - GASB,TAX LOSS SWAP,,FALSE
en-US,Accounting - GASB,TAX RATE,,FALSE
en-US,Accounting - GASB,TAX RATE LIMIT,,FALSE
en-US,Accounting - GASB,TAX REGULATORY AGREEMENT,,FALSE
en-US,Accounting - GASB,TAX ROLL,,FALSE
en-US,Accounting - GASB,TAX SUPPORTED DEBT,,FALSE
en-US,Accounting - GASB,TAX SWAP,,FALSE
en-US,Accounting - GASB,TECHNICAL DEFAULT,,FALSE
en-US,Accounting - GASB,TEFRA,,FALSE
en-US,Accounting - GASB,TEFRA APPROVAL,,FALSE
en-US,Accounting - GASB,TEFRA HEARING,,FALSE
en-US,Accounting - GASB,TEFRA NOTICE,,FALSE
en-US,Accounting - GASB,TENDER,,FALSE
en-US,Accounting - GASB,TENDER AGENT,,FALSE
en-US,Accounting - GASB,TENDER OFFER,,FALSE
en-US,Accounting - GASB,TENDER OPTION,,FALSE
en-US,Accounting - GASB,TENDER OPTION BOND,,FALSE
en-US,Accounting - GASB,TERM BONDS,,FALSE
en-US,Accounting - GASB,TIME OF FIRST EXECUTION,,FALSE
en-US,Accounting - GASB,TIME OF FORMAL AWARD,,FALSE
en-US,Accounting - GASB,TOMBSTONE,,FALSE
en-US,Accounting - GASB,TOTAL DEBT SERVICE,,FALSE
en-US,Accounting - GASB,TOTAL RETURN SWAP,TRS,FALSE
en-US,Accounting - GASB,TOTAL TAKEDOWN,,FALSE
en-US,Accounting - GASB,TRADE DATE,,FALSE
en-US,Accounting - GASB,TRANCHE,,FALSE
en-US,Accounting - GASB,TRANSCRIPT,,FALSE
en-US,Accounting - GASB,TRANSFER,,FALSE
en-US,Accounting - GASB,TRANSFERABLE CUSTODIAL RECEIPTS,TCRS,FALSE
en-US,Accounting - GASB,TRANSFER AGENT,,FALSE
en-US,Accounting - GASB,TRANSFERRED PROCEEDS,,FALSE
en-US,Accounting - GASB,TRANSFERRED PROCEEDS PENALTY,,FALSE
en-US,Accounting - GASB,TRANSFER RESTRICTION,,FALSE
en-US,Accounting - GASB,TRANSPARENCY,,FALSE
en-US,Accounting - GASB,TRAVELLING BIG BOY LETTER,,FALSE
en-US,Accounting - GASB,TRAVELLING LETTER,,FALSE
en-US,Accounting - GASB,TREASURY SECURITIES,,FALSE
en-US,Accounting - GASB,TRIPLE EXEMPTION,,FALSE
en-US,Accounting - GASB,TRUE INTEREST COST BID,,FALSE
en-US,Accounting - GASB,TRUE INTEREST COST,TIC,FALSE
en-US,Accounting - GASB,TRUE LEASE,,FALSE
en-US,Accounting - GASB,TRUSTEE,,FALSE
en-US,Accounting - GASB,TRUST INDENTURE,,FALSE
en-US,Accounting - GASB,TWO SIDED MARKET,,FALSE
en-US,Accounting - GASB,UNDERLYING RATING,,FALSE
en-US,Accounting - GASB,UNDERWRITE,,FALSE
en-US,Accounting - GASB,UNDERWRITER,,FALSE
en-US,Accounting - GASB,UNDERWRITERS COUNSEL,,FALSE
en-US,Accounting - GASB,UNDERWRITERS DISCOUNT,,FALSE
en-US,Accounting - GASB,UNDERWRITING AGREEMENT,,FALSE
en-US,Accounting - GASB,UNDERWRITING PERIOD,,FALSE
en-US,Accounting - GASB,UNDERWRITING SYNDICATE,,FALSE
en-US,Accounting - GASB,UNDIVIDED ACCOUNT,,FALSE
en-US,Accounting - GASB,INVESTMENT BANKER,,FALSE
en-US,Accounting - GASB,UNEXPENDED PROCEEDS CALL,,FALSE
en-US,Accounting - GASB,UNIT INVESTMENT TRUST,UIT,FALSE
en-US,Accounting - GASB,UNLIMITED TAX BOND,,FALSE
en-US,Accounting - GASB,UNQUALIFIED LEGAL OPINION,,FALSE
en-US,Accounting - GASB,UNRATED SECURITY,,FALSE
en-US,Accounting - GASB,UNSOLICITED ORDER,,FALSE
en-US,Accounting - GASB,UPGRADE,,FALSE
en-US,Accounting - GASB,VALIDATION,,FALSE
en-US,Accounting - GASB,VARIABLE RATE,,FALSE
en-US,Accounting - GASB,VARIABLE RATE DEMAND BOND,VRDB,FALSE
en-US,Accounting - GASB,VARIABLE RATE DEMAND OBLIGATION,VRDO,FALSE
en-US,Accounting - GASB,VERBAL AWARD,,FALSE
en-US,Accounting - GASB,VERIFICATION REPORT,,FALSE
en-US,Accounting - GASB,VISIBLE SUPPLY,,FALSE
en-US,Accounting - GASB,VMIG,,FALSE
en-US,Accounting - GASB,VOLUME CAP,,FALSE
en-US,Accounting - GASB,WARRANT,,FALSE
en-US,Accounting - GASB,WASH SALE,,FALSE
en-US,Accounting - GASB,WATCHLIST,,FALSE
en-US,Accounting - GASB,UNEXPENDED PROCEEDS REDEMPTION,,FALSE
en-US,Accounting - GASB,WEIGHTED AVERAGE LIFE,WAM,FALSE
en-US,Accounting - GASB,WEIGHTED AVERAGE MATURITY,WAM,FALSE
en-US,Accounting - GASB,WESTERN ACCOUNT,,FALSE
en-US,Accounting - GASB,WHEN AS AND IF ISSUED,WAII,FALSE
en-US,Accounting - GASB,WHEN ISSUED PERIOD,,FALSE
en-US,Accounting - GASB,WHEN ISSUED,WI,FALSE
en-US,Accounting - GASB,WORKABLE,,FALSE
en-US,Accounting - GASB,WORKOUT BID,,FALSE
en-US,Accounting - GASB,WRITE DOWN,,FALSE
en-US,Accounting - GASB,WRITTEN AWARD,,FALSE
en-US,Accounting - GASB,YIELD,,FALSE
en-US,Accounting - GASB,YIELD BURNING,,FALSE
en-US,Accounting - GASB,YIELD CURVE,,FALSE
en-US,Accounting - GASB,YIELD PRICE,,FALSE
en-US,Accounting - GASB,YIELD REDUCTION PAYMENT,,FALSE
en-US,Accounting - GASB,YIELD RESTRICTION,,FALSE
en-US,Accounting - GASB,YIELD TO AVERAGE LIFE,,FALSE
en-US,Accounting - GASB,YIELD TO CALL,,FALSE
en-US,Accounting - GASB,YIELD TO MATURITY,,FALSE
en-US,Accounting - GASB,YIELD TO PUT OPTION,,FALSE
en-US,Accounting - GASB,YIELD TO PUT,,FALSE
en-US,Accounting - GASB,YIELD TO SINKER,,FALSE
en-US,Accounting - GASB,YIELD TO WORST,,FALSE
